"sku";"EAN";"name";"description";"category";"weight";"qty";"price";"tax";"brand";"images"
"125925";"5906717417504";"Hair system friseur-waschbecken c38 schwarz";"Ein professionelles Friseurwaschbecken HAIR SYSTEM C38 zeichnet sich durch Energieeffizienz und Benutzerfreundlichkeit aus. Das Möbelstück ist stabil, solide gefertigt und äußerst bequem - um dem Klienten bei der Behandlung maximalen Komfort zu gewährleisten. Ein modernes Design macht dieses Möbelstück zu einer exklusiven Ergänzung der Ausstattung eines Friseursalons. Der Sitz wird aus hochwertigem Ökoleder hergestellt. Farbe: Schwarz.";"Friseur und saloneinrichtung>Friseurmöbel >Friseurstühle und Friseur-Waschbecken>Sonstiges";"82.0000";"33";"487.80";"23%";"HAIR SYSTEM";"https://b2b.activeshop.com.pl/media/catalog/product/1/2/125925_01_2801.jpg,https://b2b.activeshop.com.pl/media/catalog/product/1/2/125925_02_2801.jpg,https://b2b.activeshop.com.pl/media/catalog/product/1/2/125925_03_2801.jpg,https://b2b.activeshop.com.pl/media/catalog/product/1/2/125925_04_2801.jpg,https://b2b.activeshop.com.pl/media/catalog/product/1/2/125925_05_2801.jpg,https://b2b.activeshop.com.pl/media/catalog/product/1/2/125925_06_2801.jpg"
"125927";"5906717418723";"Wandhalterung für haartrockner fx24";"Die Wandhalterung für den Haartrockner trägt dazu bei, den Haartrockner an einem leicht zugänglichen Ort zur Hand zu halten. Hergestellt aus verchromtem Stahl, einfach zu montieren.";"Friseur und saloneinrichtung>Haarstyling-Accessoires";"0.1980";"642";"7.31";"23%";"ACTIVESHOP";"https://b2b.activeshop.com.pl/media/catalog/product/1/2/125927_01_3008.jpg,https://b2b.activeshop.com.pl/media/catalog/product/1/2/125927_02_3008.jpg,https://b2b.activeshop.com.pl/media/catalog/product/1/2/125927_03_3008.jpg"
"125928";"5906717418730";"Wandhalterung für haartrockner fx64";"Die Wandhalterung für den Haartrockner trägt dazu bei, den Haartrockner an einem leicht zugänglichen Ort zur Hand zu halten. Hergestellt aus verchromtem Stahl, einfach zu montieren.";"Friseur und saloneinrichtung>Haarstyling-Accessoires";"0.2650";"110";"7.11";"23%";"ACTIVESHOP";"https://b2b.activeshop.com.pl/media/catalog/product/1/2/125928_01_3008.jpg,https://b2b.activeshop.com.pl/media/catalog/product/1/2/125928_02_3008.jpg,https://b2b.activeshop.com.pl/media/catalog/product/1/2/125928_03_3008.jpg"
"125936";"5901810004095";"apis feuchtigkeitsspendendes Gesichtswaschgel mit Hyaluronsäure 300ml";"<div> <span> mildes Waschgelgesicht mit einer speziellen, delikaten Formel. reinigt die Haut gründlich und entfernt alle Unreinheiten. Aufgrund der Anwesenheit von Hyaluronsäure wird der Hydratationsgrad erheblich verbessert. Die enthaltenen Extrakte aus D-Panthenol, Aloe und Lakritz beruhigen die Haut und lassen sie strahlend und gesund zurück. </span> <br style""Größe der Box: Rahmenbox; Schriftgröße: 16 Pixel; maximale Breite: 100%; Schriftfamilie: Metropole, Arial, serifenlos; Leerraum: normal; Wortabstand: 0px; Texttransformation: keine; Schriftgröße: 300; Farbe: rgb (102,102,102); Schriftstil: normal; Waisen : 2; Witwen: 2; Buchstabenabstand: normal; Hintergrundfarbe: rgb (255,255,255); Texteinzug: 0px; Schriftvariantenligaturen: normal; Schriftvariantenkappen: normal; -webkit-Textstrich -width: 0px; Textdekorationsstil: initial; Textdekorationsfarbe: initial ""> <span> Angaben: für alle Hauttypen. </span> <br style "" Boxgröße: Rahmenbox; Schriftgröße: 16px; maximale Breite: 100%; Schriftfamilie: Metropole, Arial, serifenlos; Leerraum: normal; Wortabstand: 0px; Texttransformation: keine; Schriftgröße: 300; Farbe: RGB (102, 102, 102); Schriftstil: normal; Waisenkinder: 2; Witwen: 2; Buchstabenabstand: normal; Hintergrundfarbe: RGB (255, 255, 255); Texteinzug: 0px; Schriftvarianten-Ligaturen: normal; Font-Variant-Caps: normal; -webkit-text-Strichbreite: 0px; Textdekorationsstil: initial; Textdekorationsfarbe: initial ""> <span> Kontraindikationen: allergisch gegen einen der Inhaltsstoffe des Produkts. </span> <br style "" Box-Größe: Border-Box; Schriftgröße: 16px; maximale Breite: 100%; Schriftfamilie: Metropole, Arial, serifenlos; Leerraum: normal; Wortabstand: 0px; Texttransformation: keine; Schriftgröße: 300; Farbe: RGB (102, 102, 102); Schriftstil: normal; Waisenkinder: 2; Witwen: 2; Buchstabenabstand: normal; Hintergrundfarbe: RGB (255, 255, 255); Texteinzug: 0px; Schriftvarianten-Ligaturen: normal; Font-Variant-Caps: normal; -webkit-text-Strichbreite: 0px; Textdekorationsstil: initial; Textdekorationsfarbe: initial ""> <span> Gebrauchsanweisung: Tragen Sie das Gel mit einer sanften Massage auf die feuchte Haut auf und spülen Sie es anschließend gründlich mit Wasser aus. Morgens und abends verwenden. </span> </div>";"Professionelle kosmetik>Kosmetika Apis Professional >Gesichtspflege ";"0.3300";"12";"7.47";"23%";"APIS";"https://b2b.activeshop.com.pl/media/catalog/product/1/2/125936_01_0903.jpg"
"125938";"5901810004101";"Apis Mischung von Säuren 40% Lacto. + proro. + Milch. + Azel, 50 ml";"<div> Apis-Säuremischung zum Peeling Laktobionisch + Brenztraubensäure + Milchsäure + Azelainsäure 40% </div> <div> </div> <div> empfohlen für Haut mit Zeichen von Alterung, Festigkeitsverlust, ungleichmäßiger Farbe und zu Akne neigend Haut. </div> <div> Das Präparat ist eine Mischung aus vier richtig ausgewählten Säuren mit einem pH-Wert von 1,4 und einem breiten Wirkungsspektrum. Die intensive Wirkung von Säure peelt das Stratum Corneum, glättet Falten, lindert Verfärbungen und hat entzündungshemmende Eigenschaften. Säuremischung ist ein Produkt für das chemische Peeling. </div> <div> </div> <div> Kapazität: 50 ml <br> </div>";"Professionelle kosmetik>Kosmetika Apis Professional >Peeling ";"0.1080";"2";"12.59";"23%";"APIS";"https://b2b.activeshop.com.pl/media/catalog/product/1/2/125938_1_2.jpg"
"125939";"5901810004125";"Apis-Mischung von Säuren 40%, Phytic + Progron. + Milchsäure + Ferul 50ml";"<div> Säuremischung zum Peeling: Phytikum + Brenztraubensäure + Milchsäure + Ferulasäure 40% </div> <div> </div> <div> Apis-Säuremischung zum Peeling (Phytikum + Brenztraubensäure + Milchsäure + Ferulasäure 40%) empfohlen für Haut mit Zeichen von Alterung, Verfärbung, erweiterten Kapillaren sowie für fettige Akne-Haut mit vergrößerten Poren. Es ist eine innovative Kombination von vier Säuren mit einem pH-Wert von 1,4, die auf vielen Ebenen wirken und bemerkenswerte Eigenschaften aufweisen. Das Präparat peelt das Stratum Corneum intensiv, hat Anti-Aging-Eigenschaften, schrumpft erweiterte Kapillaren und hellt Verfärbungen auf. schließt die vergrößerten Poren der Haut und wirkt bakteriostatisch. zeigt auch antioxidative Aktivität. Säuremischung ist ein Produkt für das chemische Peeling. </div> <div> </div> <div> Kapazität: 50 ml </div>";"Professionelle kosmetik>Kosmetika Apis Professional >Peeling ";"0.1100";"5";"14.72";"23%";"APIS";"https://b2b.activeshop.com.pl/media/catalog/product/1/2/125939_1_2.jpg"
"125953";"5906717418747";"FROTTE SCHWARZ";"<p>FROTTEE SCHWARZ<br /><br />MATERIAL: Die Tagesdecke besteht aus hochwertigen Frottee-Strickwaren, sie ist sehr strapazierf&auml;hig und elastisch.<br /><br />FUNKTIONALIT&Auml;T: Das Material absorbiert Fl&uuml;ssigkeiten wie Schwei&szlig; oder &Ouml;le, wodurch der Patient w&auml;hrend des Eingriffs gro&szlig;en Komfort genie&szlig;t.<br /><br />HALTBARKEIT: Das Material schrumpft nicht und verliert beim Waschen nicht an Farbe, so dass es lange wie neu aussieht <br /><br />DOPSAOWANIE: Das Laken hat Abmessungen von 70 x 190 cm und passt perfekt zu den meisten Sesseln, Liegen, Massageliegen. Am Rand der Abdeckung befindet sich alles aus einem elastischen Band, mit dem Sie den Bezug perfekt an den Stuhl anpassen k&ouml;nnen. <br /><br />OCHORNA: Das Laken sch&uuml;tzt Ihre M&ouml;bel und erm&ouml;glicht es Ihnen, sie lange Zeit in gutem Zustand zu halten.<br /><br />1. Ma&szlig;e: 70x190 cm<br />2. Gewicht 180g/m2<br />3. Polnisches Produkt<br />4. Temp. W&auml;scherei - 40 Grad.C</p>";"Professionelle kosmetik>Frottee-Produkte";"0.3700";"123";"10.75";"23%";"ACTIVESHOP";"https://b2b.activeshop.com.pl/media/catalog/product/1/2/125953_1_2911.jpg,https://b2b.activeshop.com.pl/media/catalog/product/1/2/125953_2_2911.jpg"
"125954";"5906717418754";"FROTTEEBEZUG FÜR HOCKER SCHWARZ";"<p>BEZUG F&Uuml;R FROTTEE HOCKER SCHWARZ<br /><br />Der Hockerbezug besteht aus hochwertigem Frottee-Strick. Die H&uuml;lle ist f&uuml;r kosmetischen Stuhl konzipiert. In den Umfang der Abdeckung im Tunnel wurde ein elastisches Band eingen&auml;ht, das garantiert, dass die Abdeckung mit Abmessungen von 30-35 cm perfekt auf den Hocker abgestimmt ist. Das Produkt ist in einer breiten Palette von Farben erh&auml;ltlich.<br /><br />1. Gewicht 180g/m2<br />2. Produkt Polnisch<br />3. Temp. W&auml;scherei - 40 Grad.C</p>";"Tattoo Studio Ausrüstung>Tattoo-Hocker";"0.0460";"87";"3.03";"23%";"ACTIVESHOP";"https://b2b.activeshop.com.pl/media/catalog/product/1/2/125954_1_3011.jpg"
"125958";"5906717404931";"Nadelpatronen 10 st. Für microneedle pen-a 12 nadeln";"Ein Set von 10 Ersatz-Nadelpatronen für DermaPen<br>Technische Daten:<br>12 Nadeln aus Chirurgenstahl Dicke der Nadeln: 32 g";"Professionelle kosmetik>Dermaroller";"0.0500";"1026";"20.32";"23%";"ACTIVESHOP";"https://b2b.activeshop.com.pl/media/catalog/product/1/2/125958_1_2.jpg"
"125969";"5906717417603";"Haarglätter Kessner Ionic 230 °C weiß";"<p><img src=""https://activeshop.com.pl/media/wysiwyg/product/125969/DE_125969_01.jpg"" /></p>  <p>Die Marke <strong>Kessner</strong> hat sich auf die Herstellung kompakter Haarstylinggeräte spezialisiert, wobei der Schwerpunkt auf erschwinglichen Preisen und Kundenzufriedenheit liegt. Das Sortiment der Marke umfasst praktische Geräte wie Haartrockner, Glätteisen und Haarschneidemaschinen.</p>  <p><img src=""https://activeshop.com.pl/media/wysiwyg/product/125969/DE_125969_02.jpg"" /></p>  <h2>Professioneller Haarglätter mit Ionenfunktion</h2>  <p><strong>Der Kessner Ionic Haarglätter</strong> ist mit Platten mit einer Keramik-Turmalin-Beschichtung ausgestattet, die <strong>die Wärme gleichmäßig verteilen</strong> und sich beim Styling gut an die Haarsträhnen anpassen. <strong>Der große Temperatureinstellbereich von 130–230 °C</strong> ermöglicht es, die Betriebsparameter an den Haartyp und den Zustand der Haare anzupassen, was eine bessere Kontrolle über den Stylingvorgang gewährleistet.</p>  <p><img src=""https://activeshop.com.pl/media/wysiwyg/product/125969/DE_125969_03.jpg"" /></p>  <h2>Auf den Haartyp abgestimmte Temperatur</h2>  <p>Mit den Temperaturreglern lässt sich <strong>der gewünschte Wert präzise einstellen</strong>. So kann das Gerät sowohl an empfindliches oder strapaziertes Haar als auch an dichtes oder schwer zu stylendes Haar angepasst werden.<br>    • <strong>170–180 °C</strong> – feines, gebleichtes oder strapaziertes Haar,<br>    • <strong>180–200 °C</strong> – normales und gewelltes Haar,<br>    • <strong>210–230 °C</strong> – dichtes, krauses Haar.<br>Der Haarglätter <strong>erreicht in nur 30 Sekunden eine Temperatur von 180 °C</strong>, sodass Sie mit dem Styling beginnen können, ohne lange auf das Aufheizen der Platten warten zu müssen.</p>  <p><img src=""https://activeshop.com.pl/media/wysiwyg/product/125969/DE_125969_04.jpg"" /></p>  <h2>Keramik-Turmalin-Technologie für glattes und glänzendes Haar</h2>  <p>Die mit einer Keramik-Turmalin-Beschichtung versehenen Platten <strong>sorgen für eine gleichmäßige Erwärmung</strong> und ein sanftes Gleiten des Glätteisens durch das Haar.<strong> Die verwendete Ionisierungstechnologie</strong> hilft, die statische Aufladung der Haarsträhnen zu reduzieren, ihre Oberfläche zu glätten und <strong>der Frisur mehr Glanz zu verleihen</strong>. Das Haar lässt sich leichter stylen und das Stylingergebnis sieht ansprechender aus.</p>  <p><img src=""https://activeshop.com.pl/media/wysiwyg/product/125969/DE_125969_05.jpg"" /></p>  <h2>Komfort und Sicherheit beim Styling</h2>  <p><strong>Das gut lesbare LCD-Display</strong> ermöglicht die laufende Kontrolle der eingestellten Temperatur, und die kühle Spitze erleichtert die sichere Handhabung des Geräts während des Gebrauchs. Der Haarglätter verfügt außerdem über <strong>eine Plattenverriegelung</strong>, die die Aufbewahrung erleichtert. Das 2 m lange, <strong>um 360° drehbare Kabel</strong> sorgt für Bewegungsfreiheit und verhindert, dass sich das Kabel beim Styling verheddert.</p>  <div class=""video-container""> <IFRAME height=315 src=""https://www.youtube.com/embed/avU6FYNCqBU"" frameBorder=0 width=560 allowfullscreen allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"">  </IFRAME>  </div>  <p><strong>Technische Daten:</strong><br />Farbe: Weißtöne<br />Beschichtung der Platten: Keramik-Turmalin<br />Temperaturregelung: 130–230 °C<br />Aufheizzeit auf 180 °C: ca. 30 Sekunden<br />Display: LCD<br />Abmessungen der Platten: 24 × 110 mm<br />Kabel: um 360° drehbar, Länge 2 m<br />Leistung: 46 W<br />Spannung: 220–240 V AC, 50/60 Hz</p>";"Friseur und saloneinrichtung>Glätteisen";"0.7700";"537";"26.42";"23%";"KESSNER";"https://b2b.activeshop.com.pl/media/catalog/product/1/2/125969_01_0406.jpg,https://b2b.activeshop.com.pl/media/catalog/product/1/2/125969_02_0406.jpg,https://b2b.activeshop.com.pl/media/catalog/product/1/2/125969_03_0406.jpg,https://b2b.activeshop.com.pl/media/catalog/product/1/2/125969_04_0406.jpg,https://b2b.activeshop.com.pl/media/catalog/product/1/2/125969_05_0406.jpg,https://b2b.activeshop.com.pl/media/catalog/product/1/2/125969_06_0406.jpg,https://b2b.activeshop.com.pl/media/catalog/product/1/2/125969_07_0406.jpg,https://b2b.activeshop.com.pl/media/catalog/product/1/2/125969_08_0406.jpg"
"125992";"5906717417672";"OCHO NAILS Cleaner erdbeeren 100ml mit zerstäuber ";"Cleaner Entfetter mit für Nägel Erdbeeren 100 ml mit Zerstäuber<br>Die Entfernung von Verunreinigungen und die Entfettung der Nagelplatte ist ein grundlegender Schritt auf dem Weg zum dauerhaften Styling Ihrer Nägel. Cleaner Entfetter ist ein professionelles Präparat, mit dem Sie eine Naturnagelplatte für die Ausführung von Hybrid-, Gel- oder Acryl-Maniküre vorbereiten können. Dank Cleaner erhöhen Sie die Haftung von Hybrid-, Gel- oder Acrylmasse, was sich direkt auf die Haltbarkeit und Effektivität Ihrer Maniküre auswirkt. Cleaner Entfetter wird sowohl von Nagelstylisten als auch von allen Kunden verwendet, die Behandlungen mit professionellen Produkten schätzen. Eine dünne Schicht des Präparats auf die gereinigte und getrocknete Nagelplatte auftragen.";"Nägel>Kleber und Flüssigkeiten ";"0.1100";"805";"2.03";"23%";"OCHO NAILS";"https://b2b.activeshop.com.pl/media/catalog/product/1/2/125992_01a_2508.jpg"
"125993";"5906717417689";"Cleaner erdbeeren 1000ml  ";"Cleaner Entfetter für Nägel Erdbeeren 1000 ml<br>Die Entfernung von Verunreinigungen und die Entfettung der Nagelplatte ist ein grundlegender Schritt auf dem Weg zum dauerhaften Styling Ihrer Nägel. Cleaner Entfetter ist ein professionelles Präparat, mit dem Sie eine Naturnagelplatte für die Ausführung von Hybrid-, Gel- oder Acryl-Maniküre vorbereiten können. Dank Cleaner erhöhen Sie die Haftung von Hybrid-, Gel- oder Acrylmasse, was sich direkt auf die Haltbarkeit und Effektivität Ihrer Maniküre auswirkt. Cleaner Entfetter wird sowohl von Nagelstylisten als auch von allen Kunden verwendet, die Behandlungen mit professionellen Produkten schätzen. Eine dünne Schicht des Präparats auf die gereinigte und getrocknete Nagelplatte auftragen.";"Nägel>Kleber und Flüssigkeiten ";"0.9500";"911";"6.70";"23%";"OCHO NAILS";"https://b2b.activeshop.com.pl/media/catalog/product/1/2/125993_01a_2508.jpg"
"125994";"5906717417665";"Cleaner erdbeeren 500ml  ";"Cleaner Entfetter für Nägel Erdbeeren 500 ml<br>Die Entfernung von Verunreinigungen und die Entfettung der Nagelplatte ist ein grundlegender Schritt auf dem Weg zum dauerhaften Styling Ihrer Nägel. Cleaner Entfetter ist ein professionelles Präparat, mit dem Sie eine Naturnagelplatte für die Ausführung von Hybrid-, Gel- oder Acryl-Maniküre vorbereiten können. Dank Cleaner erhöhen Sie die Haftung von Hybrid-, Gel- oder Acrylmasse, was sich direkt auf die Haltbarkeit und Effektivität Ihrer Maniküre auswirkt. Cleaner Entfetter wird sowohl von Nagelstylisten als auch von allen Kunden verwendet, die Behandlungen mit professionellen Produkten schätzen. Eine dünne Schicht des Präparats auf die gereinigte und getrocknete Nagelplatte auftragen.";"Nägel>Kleber und Flüssigkeiten ";"0.5500";"828";"4.67";"23%";"OCHO NAILS";"https://b2b.activeshop.com.pl/media/catalog/product/1/2/125994_01a_2508.jpg"
"126058";"5906717417771";"Spatel weiss sp-06 215mm";"Spatel für Algenmasken. Kunststoffspatel - hervorragend zum Auftragen von Algen- und Crememasken. Farbe: Weiß Verpackung: 1 St.";"Professionelle kosmetik>Kosmetisches Zubehör >Sonstiges";"0.0180";"1704";"1.83";"23%";"ACTIVESHOP";"https://b2b.activeshop.com.pl/media/catalog/product/1/2/126058_1_2.jpg"
"126059";"5906717417788";"Spatel weiss sp-05 5 st. 150mm";"Spatel für Algenmasken. Kunststoffspatel - hervorragend zum Auftragen von Algen- und Crememasken. Farbe: Weiß Verpackung: 5 St.";"Professionelle kosmetik>Kosmetisches Zubehör >Sonstiges";"0.0290";"1693";"3.05";"23%";"ACTIVESHOP";"https://b2b.activeshop.com.pl/media/catalog/product/1/2/126059_1_2.jpg"
"126060";"5906717417795";"Komprimierte einweg-vliesmaske 10 st.";"Eine Einweg-Gesichtsmaske in Form einer komprimierten Tablette. Das spezielle Fasermaterial der Maske hält sie lange Zeit feucht. Es erleichtert das Eindringen von Wirkstoffen in die Haut. Nach dem Einweichen quillt die Tablette auf und entfaltet zu einem maskenförmigen Tuch.<br><br>Die Verpackung beinhaltet 10 St.";"Professionelle kosmetik>Einwegprodukte ";"0.0170";"1500";"2.03";"23%";"ACTIVESHOP";"https://b2b.activeshop.com.pl/media/catalog/product/1/2/126060_1_2.jpg,https://b2b.activeshop.com.pl/media/catalog/product/1/2/126060_2_2.jpg"
"126070";"5906717418853";"Kosmetikhocker am-312 schwarz";"Ein bequemer, stabiler, Kosmetikhocker verfügt über ein 5-armiges Gestell mit Kunststoffrädern. Er ist ein unentbehrliches Möbelstuck im Schönheitssalon. - Abmessungen: Sitz: - Durchmesser: 33 cm - Minimale Höhe: 45 cm - Maximale Höhe: 65 cm Technische Daten: - hydraulisch verstellbar - 5-armiges Gestell mit Kunststoffrädern - Verpackungsabmessungen: 55 x 55 x 22 cm- - Gewicht mit Verpackung: 7,5 kg - Verpackungsmenge: 1";"Kosmetische Möbel>Kosmetikhocker";"6.0000";"233";"30.48";"23%";"ACTIVESHOP";"https://b2b.activeshop.com.pl/media/catalog/product/1/2/126070_1_2.jpg,https://b2b.activeshop.com.pl/media/catalog/product/1/2/126070_2_2.jpg"
"126117";"5906717419027";"Nagelfräser Exo Silent SX7 - Bürstenlos";"<h2><strong>Exo - Eine Marke, die begeistert</strong></h2>  <p><strong>EXO</strong> ist eine neue Marke auf dem Markt, die Produkte von höchster Qualität für die Kosmetik- und Podologieindustrie anbietet. Es zeichnet sich durch außergewöhnliche Sorgfalt für seine Produkte und konsequente Aufmerksamkeit für die Kundenbedürfnisse aus.</p>  <p><img src=""https://activeshop.com.pl/media/wysiwyg/product/126117/DE_126117_1.jpg""></p>  <p>&nbsp;</p>  <h2><strong>Eine Nagelfräser, die begeistert</strong></h2>  <p>Die <strong>EXO Silent SX7</strong> <strong>Elektrische Nagelfräser</strong> ist eine lobenswerte Arbeit aus den besten japanischen Komponenten. Schönes Design und modernes Gehäuse werden jeden Schönheitssalon verschönern. Es bietet vollen Komfort der Arbeit mit Maniküre und Pediküre-Behandlungen. Es zeichnet sich durch eine überdurchschnittliche Haltbarkeit aus.</p>  <p><img src=""https://activeshop.com.pl/media/wysiwyg/product/126117/DE_126117_2.jpg""></p>  <p>&nbsp;</p>  <h2><strong>Leise und funktional</strong></h2>  <p>Der Betrieb dieser Fräsmaschine ist extrem leise, ohne dass die geringste Vibration wahrnehmbar ist. Das ""Soft Start"" -System sorgt für den Komfort der Arbeit, während der ""sichere"" Modus die Fräsmaschine vor Beschädigungen schützt. Der mitgelieferte Fußantrieb ermöglicht eine einfache Steuerung ohne zusätzlichen Gebrauch der Hände.</p>  <p><img src=""https://activeshop.com.pl/media/wysiwyg/product/126117/DE_126117_3.jpg""></p>  <p>&nbsp;</p>  <h2><strong>Effektiv und nützlich</strong></h2>  <p>Die Leistung dieser Nagelfräser beträgt <strong>48W</strong>. Der bürstenlose Kopf erreicht Umdrehungen im Bereich von<strong> 0 bis zu 35 Tausend.</strong> Das Drehmoment beträgt 4,3 Ncm. Der Kopf ist leicht (128g) und liegt gut in der Hand. Es besteht teilweise aus Metalllegierungen.</p>  <p><img src=""https://activeshop.com.pl/media/wysiwyg/product/126117/DE_126117_4.jpg""></p>  <p>&nbsp;</p>  <h2><strong>Twist-Lock: Einfacher Fräserwechsel</strong></h2>  <p>Vergessen Sie die Verwendung von Schlüsseln und Dornen, der TWIST-LOCK-Griff ist eine Lösung, mit der Sie den Fräser schnell und einfach mit einem Handgriff wechseln können. Biegen Sie links ab, um den Fräser zu entriegeln, zu lösen und zu ersetzen. Drehen Sie sich nach rechts, um das Schloss zu schließen und den Fräser zu fixieren.</p>  <p><img src=""https://activeshop.com.pl/media/wysiwyg/product/126117/DE_126117_5.jpg""></p>  <p>&nbsp;</p>  <h2><strong>Technische Parameter:</strong></h2>  <p>- Spannung 220V/240V<br>- Leistung 48W<br>- Umsatz 35000 U/min<br>- Drehmoment 4,3 nMm</p>  <p><img src=""https://activeshop.com.pl/media/wysiwyg/product/126117/DE_126117_06.jpg"" /></p>  <div class=""video-container""> <IFRAME height=315 src=""https://www.youtube.com/embed/7oikmGVzx3M"" frameBorder=0 width=560 allowfullscreen allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"">  </IFRAME>  </div>";"Fräsgeräte und fräser>Nagelfräsmaschine";"1.2000";"327";"101.62";"23%";"EXO";"https://b2b.activeshop.com.pl/media/catalog/product/1/2/126117_1_2603.jpg,https://b2b.activeshop.com.pl/media/catalog/product/1/2/126117_2_2603.jpg,https://b2b.activeshop.com.pl/media/catalog/product/1/2/126117_3_2603.jpg,https://b2b.activeshop.com.pl/media/catalog/product/1/2/126117_4_2603.jpg,https://b2b.activeshop.com.pl/media/catalog/product/1/2/126117_5_2603.jpg,https://b2b.activeshop.com.pl/media/catalog/product/1/2/126117_6_2603.jpg,https://b2b.activeshop.com.pl/media/catalog/product/1/2/126117_7_2603.jpg,https://b2b.activeshop.com.pl/media/catalog/product/1/2/126117_8_2603.jpg,https://b2b.activeshop.com.pl/media/catalog/product/1/2/126117_9_2603.jpg"
"126136";"5906717419225";"Gabbiano rezeption q-0333";"Rezeption - ein Markenzeichen des Salons. Hier kommt jeder neue Kunde am Anfang. Wir wissen genau, wie wichtig der erste Eindruck ist. Es lohnt sich, sich um ihn zu kümmern und jedem neuen Kunden die Atmosphäre des Luxus zu vermitteln. Wir präsentieren eine neue Rezeption von Gabbiano. Das Möbelstück wird aus hochwertigsten Materialien hergestellt und perfekt gefertigt. In seinem inneren Teil befinden sich Schränke und Schubladen sowie der Zugang zur Vitrine. Dadurch ist die Rezeption sehr geräumig und ermöglicht Ihnen, die Ordnung an einem Platz zu halten, an dem alle wichtigen Dokumente aufbewahrt werden. <br>";"Kosmetische Möbel>Warteräume und Rezeptionen";"78.0000";"17";"538.62";"23%";"GABBIANO";"https://b2b.activeshop.com.pl/media/catalog/product/1/2/126136_1_2.jpg,https://b2b.activeshop.com.pl/media/catalog/product/1/2/126136_2_2.jpg,https://b2b.activeshop.com.pl/media/catalog/product/1/2/126136_3_2.jpg,https://b2b.activeshop.com.pl/media/catalog/product/1/2/126136_4_2.jpg,https://b2b.activeshop.com.pl/media/catalog/product/1/2/126136_5_2.jpg,https://b2b.activeshop.com.pl/media/catalog/product/1/2/126136_6_2.jpg,https://b2b.activeshop.com.pl/media/catalog/product/1/2/126136_7_2.jpg,https://b2b.activeshop.com.pl/media/catalog/product/1/2/126136_8_2.jpg,https://b2b.activeshop.com.pl/media/catalog/product/1/2/126136_9_2.jpg"
"126175";"8936000923082";"Nghia export nagelhautzange c-36 jaw 14 (6 mm)";"Professionelle Nagelhautzange NGHIA EXPORT C-36 (Größe 14)<br>Professionelle Einfeder-Nagelhautzange aus Edelstahl für präzises Entfernen der Nagelhaut. Erhältlich in Größen: 12 (5 mm), 14 (6 mm) und 16 (7 mm). Dank des Backenverbindungsverfahrens Lap Joint (das den Materialverschleiß und die Möglichkeit des Spieles im Vergleich zu anderen Verbindungsmethoden minimiert), sorgt die Zange für eine komfortable Anwendung über einen langen Zeitraum. Die Zange verfügt über einen speziell profilierten Griff (verlängerte Ausführung), der für hohe Präzision, Komfort und Arbeitskomfort sorgt.<br>- Klingengröße: 14 (6 mm) - aus rostfreiem Edelstahl INOX hergestellt - speziell geformter Griff, der für hohe Präzision, Komfort und Arbeitskomfort sorgt - Backenverbindungsverfahren: Lap Joint - Art der Feder: einseitig, edelstahlverschraubt - Gesamtlänge der Zange: 9,5cm - mit allen Mitteln desinfizierbar und sterilisierbar (chemisch, thermisch, chemisch und thermisch) - Gewicht: 40g<br><br>FÜR DIE AUTOKLAV-STERILISATION UND DESINFEKTION MIT CHEMISCHEN PRÄPARATEN GEEIGNETES WERKZEUG* <br>*AUTOKLAV – STERILISATION, STANDARDTEMPERATUR: 121°C 15MIN. LANG, DEAKTIVISIERUNGSTEMPERATUR: 132-134°C, DRUCK: 3 BAR ACHTUNG!!! STAHL, SOGAR INOX KANN UNABHÄNGIG VOM PRODUZENTEN UNTER BESTIMMTEN BEDINGUNGEN BESCHÄDIGT ODER ZERSTÖRT WERDEN, WODURCH VERFÄRBUNGEN, ROSTFLECKEN ODER SOGAR KORROSION AUFTRETEN KÖNNEN.<br>*CHEMISCHE DESINFEKTION – MIT EINER VOM PRODUZENTEN ZU DIESEM ZWECK EMPFOHLENEN FLÜSSIGKEIT. ACHTUNG!!! BEI NICHTEINHALTUNG DER VOM PRODUZENTEN EMPFOHLENEN VORSCHRIFTEN (ZU STARKE FLÜSSIGKEIT, ZU LANGE DESINFEKTION) KANN DAS WERKZEUG BESCHÄDIGT WERDEN.";"Podologie>Werkzeuge und Zubehör >NGHIA";"0.0520";"236";"14.22";"23%";"NGHIA";"https://b2b.activeshop.com.pl/media/catalog/product/1/2/126175_1_1.jpg"
